,bank_no,rack_no,serial_dt,current,voltage,avg_temp,dtime
2061,1,8,1639199100,16.1,1073,541.5910824,2021-12-11 5:05
2062,1,9,1639199100,16,1073,541.8410651,2021-12-11 5:05
2063,1,10,1639199100,15.9,1073,542.0910478,2021-12-11 5:05
2064,1,11,1639199100,16,1073,542.3410304,2021-12-11 5:05
2065,1,12,1639199100,16.2,1073,542.5910131,2021-12-11 5:05
2066,1,13,1639199100,16.1,1072,542.8409958,2021-12-11 5:05
2067,1,14,1639199100,15.9,1072,543.0909784,2021-12-11 5:05
2068,1,15,1639199100,16.2,1073,543.3409611,2021-12-11 5:05
2069,1,16,1639199100,16.1,1073,543.5909438,2021-12-11 5:05
2070,1,17,1639199100,16.2,1073,543.8409264,2021-12-11 5:05
2071,1,18,1639199100,16.3,1073,544.0909091,2021-12-11 5:05
2072,1,19,1639199100,16.2,1073,544.3408918,2021-12-11 5:05
2073,1,20,1639199100,16.2,1073,544.5908744,2021-12-11 5:05
2074,1,21,1639199100,16.2,1073,544.8408571,2021-12-11 5:05
2075,1,22,1639199100,16.2,1073,545.0908397,2021-12-11 5:05
2076,1,23,1639199100,16,1073,545.3408224,2021-12-11 5:05
2077,1,24,1639199100,15.9,1073,545.5908051,2021-12-11 5:05
2078,1,25,1639199100,16.2,1073,545.8407877,2021-12-11 5:05
2079,1,26,1639199100,16,1072,546.0907704,2021-12-11 5:05
2080,1,27,1639199100,16.2,1073,546.3407531,2021-12-11 5:05
2081,1,28,1639199100,16.1,1072,546.5907357,2021-12-11 5:05
2082,1,1,1639199400,16.2,1074,546.8407184,2021-12-11 5:10
2083,1,2,1639199400,15.9,1074,547.0907011,2021-12-11 5:10
2084,1,3,1639199400,16,1075,547.3406837,2021-12-11 5:10
2085,1,4,1639199400,15.5,1075,547.5906664,2021-12-11 5:10
2086,1,5,1639199400,16,1075,547.8406491,2021-12-11 5:10
2087,1,6,1639199400,16,1074,548.0906317,2021-12-11 5:10
2088,1,7,1639199400,16,1074,548.3406144,2021-12-11 5:10
2089,1,8,1639199400,16.2,1074,548.590597,2021-12-11 5:10
2090,1,9,1639199400,16,1074,548.8405797,2021-12-11 5:10
2091,1,10,1639199400,15.9,1074,549.0905624,2021-12-11 5:10
2092,1,11,1639199400,16.1,1074,549.340545,2021-12-11 5:10
2093,1,12,1639199400,16.1,1075,549.5905277,2021-12-11 5:10
2094,1,13,1639199400,16.1,1074,549.8405104,2021-12-11 5:10
2095,1,14,1639199400,15.9,1074,550.090493,2021-12-11 5:10
2096,1,15,1639199400,16.2,1074,550.3404757,2021-12-11 5:10
2097,1,16,1639199400,16.1,1075,550.5904584,2021-12-11 5:10
2098,1,17,1639199400,16.2,1075,550.840441,2021-12-11 5:10
2099,1,18,1639199400,16.3,1074,551.0904237,2021-12-11 5:10
2100,1,19,1639199400,16.1,1074,551.3404064,2021-12-11 5:10
2101,1,20,1639199400,16.2,1075,551.590389,2021-12-11 5:10
2102,1,21,1639199400,16.2,1074,551.8403717,2021-12-11 5:10
2103,1,22,1639199400,16.1,1074,552.0903543,2021-12-11 5:10
2104,1,23,1639199400,15.9,1075,552.340337,2021-12-11 5:10
2105,1,24,1639199400,15.8,1074,552.5903197,2021-12-11 5:10
2106,1,25,1639199400,16.2,1075,552.8403023,2021-12-11 5:10
2107,1,26,1639199400,15.9,1074,553.090285,2021-12-11 5:10
2108,1,27,1639199400,16.2,1074,553.3402677,2021-12-11 5:10
2109,1,28,1639199400,16.1,1074,553.5902503,2021-12-11 5:10
2110,1,1,1639199700,16.2,1076,553.840233,2021-12-11 5:15
2111,1,2,1639199700,15.9,1076,554.0902157,2021-12-11 5:15
2112,1,3,1639199700,16,1076,554.3401983,2021-12-11 5:15
2113,1,4,1639199700,15.5,1077,554.590181,2021-12-11 5:15
2114,1,5,1639199700,15.9,1076,554.8401637,2021-12-11 5:15
2115,1,6,1639199700,15.9,1076,555.0901463,2021-12-11 5:15
2116,1,7,1639199700,16,1076,555.340129,2021-12-11 5:15
2117,1,8,1639199700,16.2,1076,555.5901116,2021-12-11 5:15
2118,1,9,1639199700,16,1076,555.8400943,2021-12-11 5:15
2119,1,10,1639199700,15.8,1076,556.090077,2021-12-11 5:15
2120,1,11,1639199700,16.1,1076,556.3400596,2021-12-11 5:15
2121,1,12,1639199700,16.1,1076,556.5900423,2021-12-11 5:15
2122,1,13,1639199700,16.1,1075,556.840025,2021-12-11 5:15
2123,1,14,1639199700,15.9,1076,557.0900076,2021-12-11 5:15
2124,1,15,1639199700,16.2,1076,557.3399903,2021-12-11 5:15
2125,1,16,1639199700,16.1,1076,557.589973,2021-12-11 5:15
2126,1,17,1639199700,16.2,1076,557.8399556,2021-12-11 5:15
2127,1,18,1639199700,16.2,1076,558.0899383,2021-12-11 5:15
2128,1,19,1639199700,16.1,1076,558.3399209,2021-12-11 5:15
2129,1,20,1639199700,16.2,1076,558.5899036,2021-12-11 5:15
2130,1,21,1639199700,16.1,1076,558.8398863,2021-12-11 5:15
2131,1,22,1639199700,16.1,1076,559.0898689,2021-12-11 5:15
2132,1,23,1639199700,15.8,1076,559.3398516,2021-12-11 5:15
2133,1,24,1639199700,15.8,1075,559.5898343,2021-12-11 5:15
2134,1,25,1639199700,16.2,1076,559.8398169,2021-12-11 5:15
2135,1,26,1639199700,15.8,1075,560.0897996,2021-12-11 5:15
2136,1,27,1639199700,16.2,1076,560.3397823,2021-12-11 5:15
2137,1,28,1639199700,16.1,1076,560.5897649,2021-12-11 5:15
2138,1,1,1639200000,16.1,1077,560.8397476,2021-12-11 5:20
2139,1,2,1639200000,15.8,1077,561.0897303,2021-12-11 5:20
2140,1,3,1639200000,15.9,1078,561.3397129,2021-12-11 5:20
2141,1,4,1639200000,15.5,1078,561.5896956,2021-12-11 5:20
2142,1,5,1639200000,15.9,1078,561.8396782,2021-12-11 5:20
2143,1,6,1639200000,15.9,1077,562.0896609,2021-12-11 5:20
2144,1,7,1639200000,16,1077,562.3396436,2021-12-11 5:20
2145,1,8,1639200000,16.2,1077,562.5896262,2021-12-11 5:20
2146,1,9,1639200000,16.1,1078,562.8396089,2021-12-11 5:20
2147,1,10,1639200000,15.8,1077,563.0895916,2021-12-11 5:20
2148,1,11,1639200000,16.1,1077,563.3395742,2021-12-11 5:20
2149,1,12,1639200000,16.1,1078,563.5895569,2021-12-11 5:20
2150,1,13,1639200000,16.1,1077,563.8395396,2021-12-11 5:20
2151,1,14,1639200000,15.8,1077,564.0895222,2021-12-11 5:20
2152,1,15,1639200000,16.1,1077,564.3395049,2021-12-11 5:20
2153,1,16,1639200000,16.1,1078,564.5894876,2021-12-11 5:20
2154,1,17,1639200000,16.2,1078,564.8394702,2021-12-11 5:20
2155,1,18,1639200000,16.2,1077,565.0894529,2021-12-11 5:20
2156,1,19,1639200000,16.1,1077,565.3394355,2021-12-11 5:20
2157,1,20,1639200000,16.2,1078,565.5894182,2021-12-11 5:20
2158,1,21,1639200000,16.1,1077,565.8394009,2021-12-11 5:20
2159,1,22,1639200000,16.1,1077,566.0893835,2021-12-11 5:20
2160,1,23,1639200000,15.8,1077,566.3393662,2021-12-11 5:20
2161,1,24,1639200000,15.7,1077,566.5893489,2021-12-11 5:20
2162,1,25,1639200000,16.2,1078,566.8393315,2021-12-11 5:20
2163,1,26,1639200000,15.8,1077,567.0893142,2021-12-11 5:20
2164,1,27,1639200000,16.2,1077,567.3392969,2021-12-11 5:20
2165,1,28,1639200000,16,1077,567.5892795,2021-12-11 5:20
2166,1,1,1639200300,16.1,1079,567.8392622,2021-12-11 5:25
2167,1,2,1639200300,15.8,1079,568.0892449,2021-12-11 5:25
2168,1,3,1639200300,15.9,1079,568.3392275,2021-12-11 5:25
2169,1,4,1639200300,15.4,1080,568.5892102,2021-12-11 5:25
2170,1,5,1639200300,15.9,1079,568.8391928,2021-12-11 5:25
2171,1,6,1639200300,15.9,1079,569.0891755,2021-12-11 5:25
2172,1,7,1639200300,15.9,1079,569.3391582,2021-12-11 5:25
2173,1,8,1639200300,16.2,1079,569.5891408,2021-12-11 5:25
2174,1,9,1639200300,16.1,1079,569.8391235,2021-12-11 5:25
2175,1,10,1639200300,15.7,1079,570.0891062,2021-12-11 5:25
2176,1,11,1639200300,16.1,1079,570.3390888,2021-12-11 5:25
2177,1,12,1639200300,16.1,1079,570.5890715,2021-12-11 5:25
2178,1,13,1639200300,16.1,1078,570.8390542,2021-12-11 5:25
2179,1,14,1639200300,15.8,1079,571.0890368,2021-12-11 5:25
2180,1,15,1639200300,16.1,1079,571.3390195,2021-12-11 5:25
2181,1,16,1639200300,16.1,1079,571.5890021,2021-12-11 5:25
2182,1,17,1639200300,16.2,1080,571.8389848,2021-12-11 5:25
2183,1,18,1639200300,16.1,1078,572.0889675,2021-12-11 5:25
2184,1,19,1639200300,16.1,1079,572.3389501,2021-12-11 5:25
2185,1,20,1639200300,16.2,1079,572.5889328,2021-12-11 5:25
2186,1,21,1639200300,16.1,1079,572.8389155,2021-12-11 5:25
2187,1,22,1639200300,16.1,1079,573.0888981,2021-12-11 5:25
2188,1,23,1639200300,15.7,1079,573.3388808,2021-12-11 5:25
2189,1,24,1639200300,15.7,1078,573.5888635,2021-12-11 5:25
2190,1,25,1639200300,16.1,1079,573.8388461,2021-12-11 5:25
2191,1,26,1639200300,15.7,1079,574.0888288,2021-12-11 5:25
2192,1,27,1639200300,16.2,1079,574.3388115,2021-12-11 5:25
2193,1,28,1639200300,16,1078,574.5887941,2021-12-11 5:25
2194,1,1,1639200600,16.1,1080,574.8387768,2021-12-11 5:30
2195,1,2,1639200600,15.7,1080,575.0887594,2021-12-11 5:30
2196,1,3,1639200600,15.9,1081,575.3387421,2021-12-11 5:30
2197,1,4,1639200600,15.4,1081,575.5887248,2021-12-11 5:30
2198,1,5,1639200600,15.9,1081,575.8387074,2021-12-11 5:30
2199,1,6,1639200600,15.9,1081,576.0886901,2021-12-11 5:30
2200,1,7,1639200600,15.9,1080,576.3386728,2021-12-11 5:30
2201,1,8,1639200600,16.2,1081,576.5886554,2021-12-11 5:30
2202,1,9,1639200600,16.1,1080,576.8386381,2021-12-11 5:30
2203,1,10,1639200600,15.7,1081,577.0886208,2021-12-11 5:30
2204,1,11,1639200600,16,1080,577.3386034,2021-12-11 5:30
2205,1,12,1639200600,16.1,1081,577.5885861,2021-12-11 5:30
2206,1,13,1639200600,16.1,1080,577.8385688,2021-12-11 5:30
2207,1,14,1639200600,15.8,1080,578.0885514,2021-12-11 5:30
2208,1,15,1639200600,16.1,1080,578.3385341,2021-12-11 5:30
2209,1,16,1639200600,16.1,1081,578.5885167,2021-12-11 5:30
2210,1,17,1639200600,16.2,1081,578.8384994,2021-12-11 5:30
2211,1,18,1639200600,16.1,1080,579.0884821,2021-12-11 5:30
2212,1,19,1639200600,16.1,1080,579.3384647,2021-12-11 5:30
2213,1,20,1639200600,16.2,1081,579.5884474,2021-12-11 5:30
2214,1,21,1639200600,16,1081,579.8384301,2021-12-11 5:30
2215,1,22,1639200600,16.1,1080,580.0884127,2021-12-11 5:30
2216,1,23,1639200600,15.6,1081,580.3383954,2021-12-11 5:30
2217,1,24,1639200600,15.6,1080,580.5883781,2021-12-11 5:30
2218,1,25,1639200600,16.1,1081,580.8383607,2021-12-11 5:30
2219,1,26,1639200600,15.6,1080,581.0883434,2021-12-11 5:30
2220,1,27,1639200600,16.2,1080,581.3383261,2021-12-11 5:30
2221,1,28,1639200600,16,1080,581.5883087,2021-12-11 5:30
2222,1,1,1639200900,16.1,1081,581.8382914,2021-12-11 5:35
2223,1,2,1639200900,15.7,1081,582.088274,2021-12-11 5:35
2224,1,3,1639200900,15.8,1082,582.3382567,2021-12-11 5:35
2225,1,4,1639200900,15.3,1083,582.5882394,2021-12-11 5:35
2226,1,5,1639200900,15.9,1082,582.838222,2021-12-11 5:35
2227,1,6,1639200900,15.8,1082,583.0882047,2021-12-11 5:35
2228,1,7,1639200900,15.9,1082,583.3381874,2021-12-11 5:35
2229,1,8,1639200900,16.1,1082,583.58817,2021-12-11 5:35
2230,1,9,1639200900,16.1,1082,583.8381527,2021-12-11 5:35
2231,1,10,1639200900,15.6,1082,584.0881354,2021-12-11 5:35
2232,1,11,1639200900,16,1082,584.338118,2021-12-11 5:35
2233,1,12,1639200900,16.1,1082,584.5881007,2021-12-11 5:35
2234,1,13,1639200900,16.1,1082,584.8380834,2021-12-11 5:35
2235,1,14,1639200900,15.8,1081,585.088066,2021-12-11 5:35
2236,1,15,1639200900,16.1,1082,585.3380487,2021-12-11 5:35
2237,1,16,1639200900,16.1,1082,585.5880313,2021-12-11 5:35
2238,1,17,1639200900,16.2,1083,585.838014,2021-12-11 5:35
2239,1,18,1639200900,16.1,1082,586.0879967,2021-12-11 5:35
2240,1,19,1639200900,16.1,1082,586.3379793,2021-12-11 5:35
2241,1,20,1639200900,16.2,1082,586.587962,2021-12-11 5:35
2242,1,21,1639200900,16,1082,586.8379447,2021-12-11 5:35
2243,1,22,1639200900,16.1,1082,587.0879273,2021-12-11 5:35
2244,1,23,1639200900,15.5,1082,587.33791,2021-12-11 5:35
2245,1,24,1639200900,15.6,1081,587.5878927,2021-12-11 5:35
2246,1,25,1639200900,16.1,1082,587.8378753,2021-12-11 5:35
2247,1,26,1639200900,15.6,1081,588.087858,2021-12-11 5:35
2248,1,27,1639200900,16.2,1082,588.3378406,2021-12-11 5:35
2249,1,28,1639200900,16,1081,588.5878233,2021-12-11 5:35
2250,1,1,1639201200,16.1,1083,588.837806,2021-12-11 5:40
2251,1,2,1639201200,15.6,1083,589.0877886,2021-12-11 5:40
2252,1,3,1639201200,15.8,1083,589.3377713,2021-12-11 5:40
2253,1,4,1639201200,15.3,1084,589.587754,2021-12-11 5:40
2254,1,5,1639201200,15.9,1083,589.8377366,2021-12-11 5:40
2255,1,6,1639201200,15.8,1083,590.0877193,2021-12-11 5:40
2256,1,7,1639201200,15.8,1083,590.337702,2021-12-11 5:40
2257,1,8,1639201200,16.1,1083,590.5876846,2021-12-11 5:40
2258,1,9,1639201200,16.1,1083,590.8376673,2021-12-11 5:40
2259,1,10,1639201200,15.6,1083,591.08765,2021-12-11 5:40
2260,1,11,1639201200,16,1083,591.3376326,2021-12-11 5:40
2261,1,12,1639201200,16.1,1083,591.5876153,2021-12-11 5:40
2262,1,13,1639201200,16.1,1083,591.8375979,2021-12-11 5:40
2263,1,14,1639201200,15.7,1083,592.0875806,2021-12-11 5:40
2264,1,15,1639201200,16.1,1083,592.3375633,2021-12-11 5:40
2265,1,16,1639201200,16.1,1084,592.5875459,2021-12-11 5:40
2266,1,17,1639201200,16.2,1084,592.8375286,2021-12-11 5:40
2267,1,18,1639201200,16.1,1083,593.0875113,2021-12-11 5:40
2268,1,19,1639201200,16.1,1083,593.3374939,2021-12-11 5:40
2269,1,20,1639201200,16.2,1084,593.5874766,2021-12-11 5:40
2270,1,21,1639201200,15.9,1084,593.8374593,2021-12-11 5:40
2271,1,22,1639201200,16,1083,594.0874419,2021-12-11 5:40
2272,1,23,1639201200,15.5,1084,594.3374246,2021-12-11 5:40
2273,1,24,1639201200,15.5,1083,594.5874073,2021-12-11 5:40
2274,1,25,1639201200,16.1,1084,594.8373899,2021-12-11 5:40
2275,1,26,1639201200,15.6,1082,595.0873726,2021-12-11 5:40
2276,1,27,1639201200,16.1,1084,595.3373552,2021-12-11 5:40
2277,1,28,1639201200,16,1083,595.5873379,2021-12-11 5:40
2278,1,1,1639201500,16.1,1084,595.8373206,2021-12-11 5:45
2279,1,2,1639201500,15.6,1085,596.0873032,2021-12-11 5:45
2280,1,3,1639201500,15.8,1085,596.3372859,2021-12-11 5:45
2281,1,4,1639201500,15.3,1086,596.5872686,2021-12-11 5:45
2282,1,5,1639201500,15.8,1085,596.8372512,2021-12-11 5:45
2283,1,6,1639201500,15.8,1085,597.0872339,2021-12-11 5:45
2284,1,7,1639201500,15.8,1085,597.3372166,2021-12-11 5:45
2285,1,8,1639201500,16.1,1085,597.5871992,2021-12-11 5:45
2286,1,9,1639201500,16,1085,597.8371819,2021-12-11 5:45
2287,1,10,1639201500,15.6,1085,598.0871646,2021-12-11 5:45
2288,1,11,1639201500,16,1085,598.3371472,2021-12-11 5:45
2289,1,12,1639201500,16.1,1085,598.5871299,2021-12-11 5:45
2290,1,13,1639201500,16,1084,598.8371125,2021-12-11 5:45
2291,1,14,1639201500,15.7,1085,599.0870952,2021-12-11 5:45
2292,1,15,1639201500,16.1,1085,599.3370779,2021-12-11 5:45
2293,1,16,1639201500,16.1,1085,599.5870605,2021-12-11 5:45
2294,1,17,1639201500,16.2,1085,599.8370432,2021-12-11 5:45
2295,1,18,1639201500,16.1,1084,600.0870259,2021-12-11 5:45
2296,1,19,1639201500,16.1,1085,600.3370085,2021-12-11 5:45
2297,1,20,1639201500,16.2,1085,600.5869912,2021-12-11 5:45
2298,1,21,1639201500,15.9,1085,600.8369739,2021-12-11 5:45
2299,1,22,1639201500,16,1085,601.0869565,2021-12-11 5:45
2300,1,23,1639201500,15.4,1085,601.3369392,2021-12-11 5:45
2301,1,24,1639201500,15.5,1084,601.5869219,2021-12-11 5:45
2302,1,25,1639201500,16.1,1085,601.8369045,2021-12-11 5:45
2303,1,26,1639201500,15.6,1084,602.0868872,2021-12-11 5:45
2304,1,27,1639201500,16.1,1085,602.3368698,2021-12-11 5:45
2305,1,28,1639201500,16,1084,602.5868525,2021-12-11 5:45
2306,1,1,1639201800,16.1,1086,602.8368352,2021-12-11 5:50
2307,1,2,1639201800,15.6,1086,603.0868178,2021-12-11 5:50
2308,1,3,1639201800,15.7,1087,603.3368005,2021-12-11 5:50
2309,1,4,1639201800,15.3,1088,603.5867832,2021-12-11 5:50
2310,1,5,1639201800,15.8,1086,603.8367658,2021-12-11 5:50
2311,1,6,1639201800,15.8,1086,604.0867485,2021-12-11 5:50
2312,1,7,1639201800,15.8,1086,604.3367312,2021-12-11 5:50
2313,1,8,1639201800,16.1,1086,604.5867138,2021-12-11 5:50
2314,1,9,1639201800,16,1086,604.8366965,2021-12-11 5:50
2315,1,10,1639201800,15.6,1086,605.0866791,2021-12-11 5:50
2316,1,11,1639201800,15.9,1086,605.3366618,2021-12-11 5:50
2317,1,12,1639201800,16,1087,605.5866445,2021-12-11 5:50
2318,1,13,1639201800,16,1086,605.8366271,2021-12-11 5:50
2319,1,14,1639201800,15.7,1086,606.0866098,2021-12-11 5:50
2320,1,15,1639201800,16.1,1086,606.3365925,2021-12-11 5:50
2321,1,16,1639201800,16.1,1086,606.5865751,2021-12-11 5:50
2322,1,17,1639201800,16.2,1087,606.8365578,2021-12-11 5:50
2323,1,18,1639201800,16.1,1086,607.0865405,2021-12-11 5:50
2324,1,19,1639201800,16.1,1086,607.3365231,2021-12-11 5:50
2325,1,20,1639201800,16.1,1087,607.5865058,2021-12-11 5:50
2326,1,21,1639201800,15.9,1087,607.8364885,2021-12-11 5:50
2327,1,22,1639201800,16,1087,608.0864711,2021-12-11 5:50
2328,1,23,1639201800,15.4,1086,608.3364538,2021-12-11 5:50
2329,1,24,1639201800,15.5,1086,608.5864364,2021-12-11 5:50
2330,1,25,1639201800,16.1,1087,608.8364191,2021-12-11 5:50
2331,1,26,1639201800,15.5,1086,609.0864018,2021-12-11 5:50
2332,1,27,1639201800,16.1,1086,609.3363844,2021-12-11 5:50
2333,1,28,1639201800,15.9,1086,609.5863671,2021-12-11 5:50
2334,1,1,1639202100,16,1087,609.8363498,2021-12-11 5:55
2335,1,2,1639202100,15.6,1088,610.0863324,2021-12-11 5:55
2336,1,3,1639202100,15.7,1088,610.3363151,2021-12-11 5:55
2337,1,4,1639202100,15.3,1089,610.5862978,2021-12-11 5:55
2338,1,5,1639202100,15.8,1088,610.8362804,2021-12-11 5:55
2339,1,6,1639202100,15.8,1088,611.0862631,2021-12-11 5:55
2340,1,7,1639202100,15.8,1088,611.3362458,2021-12-11 5:55
2341,1,8,1639202100,16,1088,611.5862284,2021-12-11 5:55
2342,1,9,1639202100,16,1088,611.8362111,2021-12-11 5:55
2343,1,10,1639202100,15.6,1088,612.0861937,2021-12-11 5:55
2344,1,11,1639202100,15.9,1088,612.3361764,2021-12-11 5:55
2345,1,12,1639202100,16,1088,612.5861591,2021-12-11 5:55
2346,1,13,1639202100,16,1088,612.8361417,2021-12-11 5:55
2347,1,14,1639202100,15.7,1088,613.0861244,2021-12-11 5:55
2348,1,15,1639202100,16.1,1088,613.3361071,2021-12-11 5:55
2349,1,16,1639202100,16.1,1088,613.5860897,2021-12-11 5:55
2350,1,17,1639202100,16.1,1089,613.8360724,2021-12-11 5:55
2351,1,18,1639202100,16.1,1088,614.0860551,2021-12-11 5:55
2352,1,19,1639202100,16.1,1088,614.3360377,2021-12-11 5:55
2353,1,20,1639202100,16.1,1088,614.5860204,2021-12-11 5:55
2354,1,21,1639202100,15.9,1088,614.8360031,2021-12-11 5:55
2355,1,22,1639202100,16,1088,615.0859857,2021-12-11 5:55
2356,1,23,1639202100,15.4,1088,615.3359684,2021-12-11 5:55
2357,1,24,1639202100,15.5,1088,615.585951,2021-12-11 5:55
2358,1,25,1639202100,16,1088,615.8359337,2021-12-11 5:55
2359,1,26,1639202100,15.6,1088,616.0859164,2021-12-11 5:55
2360,1,27,1639202100,16,1088,616.335899,2021-12-11 5:55
2361,1,28,1639202100,15.9,1088,616.5858817,2021-12-11 5:55
2362,1,1,1639202400,16,1089,616.8358644,2021-12-11 6:00
2363,1,2,1639202400,15.6,1090,617.085847,2021-12-11 6:00
2364,1,3,1639202400,15.7,1090,617.3358297,2021-12-11 6:00
2365,1,4,1639202400,15.3,1091,617.5858124,2021-12-11 6:00
2366,1,5,1639202400,15.8,1090,617.835795,2021-12-11 6:00
2367,1,6,1639202400,15.8,1090,618.0857777,2021-12-11 6:00
2368,1,7,1639202400,15.8,1090,618.3357603,2021-12-11 6:00
2369,1,8,1639202400,16,1090,618.585743,2021-12-11 6:00
2370,1,9,1639202400,15.9,1090,618.8357257,2021-12-11 6:00
2371,1,10,1639202400,15.6,1090,619.0857083,2021-12-11 6:00
2372,1,11,1639202400,15.8,1090,619.335691,2021-12-11 6:00
2373,1,12,1639202400,15.9,1090,619.5856737,2021-12-11 6:00
2374,1,13,1639202400,16,1089,619.8356563,2021-12-11 6:00
2375,1,14,1639202400,15.7,1089,620.085639,2021-12-11 6:00
2376,1,15,1639202400,16,1090,620.3356217,2021-12-11 6:00
2377,1,16,1639202400,16,1090,620.5856043,2021-12-11 6:00
2378,1,17,1639202400,16.1,1090,620.835587,2021-12-11 6:00
2379,1,18,1639202400,16.1,1089,621.0855697,2021-12-11 6:00
2380,1,19,1639202400,16,1089,621.3355523,2021-12-11 6:00
2381,1,20,1639202400,16,1090,621.585535,2021-12-11 6:00
2382,1,21,1639202400,15.8,1090,621.8355176,2021-12-11 6:00
2383,1,22,1639202400,15.9,1090,622.0855003,2021-12-11 6:00
2384,1,23,1639202400,15.5,1090,622.335483,2021-12-11 6:00
2385,1,24,1639202400,15.5,1089,622.5854656,2021-12-11 6:00
2386,1,25,1639202400,16,1090,622.8354483,2021-12-11 6:00
2387,1,26,1639202400,15.6,1089,623.085431,2021-12-11 6:00
2388,1,27,1639202400,15.9,1089,623.3354136,2021-12-11 6:00
2389,1,28,1639202400,15.9,1089,623.5853963,2021-12-11 6:00
2390,1,1,1639202700,15.9,1091,623.835379,2021-12-11 6:05
2391,1,2,1639202700,15.6,1091,624.0853616,2021-12-11 6:05
2392,1,3,1639202700,15.7,1091,624.3353443,2021-12-11 6:05
2393,1,4,1639202700,15.3,1092,624.585327,2021-12-11 6:05
2394,1,5,1639202700,15.8,1091,624.8353096,2021-12-11 6:05
2395,1,6,1639202700,15.7,1091,625.0852923,2021-12-11 6:05
2396,1,7,1639202700,15.7,1091,625.3352749,2021-12-11 6:05
2397,1,8,1639202700,15.9,1091,625.5852576,2021-12-11 6:05
2398,1,9,1639202700,15.8,1091,625.8352403,2021-12-11 6:05
2399,1,10,1639202700,15.6,1092,626.0852229,2021-12-11 6:05
2400,1,11,1639202700,15.8,1091,626.3352056,2021-12-11 6:05
2401,1,12,1639202700,15.9,1092,626.5851883,2021-12-11 6:05
2402,1,13,1639202700,15.9,1091,626.8351709,2021-12-11 6:05
2403,1,14,1639202700,15.7,1091,627.0851536,2021-12-11 6:05
2404,1,15,1639202700,16,1091,627.3351363,2021-12-11 6:05
2405,1,16,1639202700,15.9,1092,627.5851189,2021-12-11 6:05
2406,1,17,1639202700,16,1092,627.8351016,2021-12-11 6:05
2407,1,18,1639202700,16,1091,628.0850843,2021-12-11 6:05
2408,1,19,1639202700,16,1091,628.3350669,2021-12-11 6:05
2409,1,20,1639202700,16,1091,628.5850496,2021-12-11 6:05
2410,1,21,1639202700,15.8,1092,628.8350322,2021-12-11 6:05
2411,1,22,1639202700,15.9,1091,629.0850149,2021-12-11 6:05
2412,1,23,1639202700,15.5,1091,629.3349976,2021-12-11 6:05
2413,1,24,1639202700,15.6,1091,629.5849802,2021-12-11 6:05
2414,1,25,1639202700,15.9,1092,629.8349629,2021-12-11 6:05
2415,1,26,1639202700,15.6,1091,630.0849456,2021-12-11 6:05
2416,1,27,1639202700,15.9,1091,630.3349282,2021-12-11 6:05
2417,1,28,1639202700,15.9,1091,630.5849109,2021-12-11 6:05
2418,1,1,1639203000,15.9,1093,630.8348936,2021-12-11 6:10
2419,1,2,1639203000,15.6,1093,631.0848762,2021-12-11 6:10
2420,1,3,1639203000,15.7,1093,631.3348589,2021-12-11 6:10
2421,1,4,1639203000,15.3,1094,631.5848416,2021-12-11 6:10
2422,1,5,1639203000,15.8,1093,631.8348242,2021-12-11 6:10
2423,1,6,1639203000,15.7,1093,632.0848069,2021-12-11 6:10
2424,1,7,1639203000,15.7,1093,632.3347895,2021-12-11 6:10
2425,1,8,1639203000,15.8,1093,632.5847722,2021-12-11 6:10
2426,1,9,1639203000,15.8,1093,632.8347549,2021-12-11 6:10
2427,1,10,1639203000,15.6,1093,633.0847375,2021-12-11 6:10
2428,1,11,1639203000,15.7,1093,633.3347202,2021-12-11 6:10
2429,1,12,1639203000,15.8,1093,633.5847029,2021-12-11 6:10
2430,1,13,1639203000,15.8,1092,633.8346855,2021-12-11 6:10
2431,1,14,1639203000,15.6,1093,634.0846682,2021-12-11 6:10
2432,1,15,1639203000,15.9,1093,634.3346509,2021-12-11 6:10
2433,1,16,1639203000,15.9,1093,634.5846335,2021-12-11 6:10
2434,1,17,1639203000,16,1094,634.8346162,2021-12-11 6:10
2435,1,18,1639203000,16,1093,635.0845988,2021-12-11 6:10
2436,1,19,1639203000,15.9,1093,635.3345815,2021-12-11 6:10
2437,1,20,1639203000,15.9,1093,635.5845642,2021-12-11 6:10
2438,1,21,1639203000,15.8,1093,635.8345468,2021-12-11 6:10
2439,1,22,1639203000,15.8,1093,636.0845295,2021-12-11 6:10
2440,1,23,1639203000,15.6,1093,636.3345122,2021-12-11 6:10
2441,1,24,1639203000,15.6,1093,636.5844948,2021-12-11 6:10
2442,1,25,1639203000,15.9,1093,636.8344775,2021-12-11 6:10
2443,1,26,1639203000,15.7,1093,637.0844602,2021-12-11 6:10
2444,1,27,1639203000,15.8,1093,637.3344428,2021-12-11 6:10
2445,1,28,1639203000,15.9,1093,637.5844255,2021-12-11 6:10
2446,1,1,1639203300,15.8,1095,637.8344082,2021-12-11 6:15
2447,1,2,1639203300,15.6,1095,638.0843908,2021-12-11 6:15
2448,1,3,1639203300,15.7,1095,638.3343735,2021-12-11 6:15
2449,1,4,1639203300,15.3,1096,638.5843561,2021-12-11 6:15
2450,1,5,1639203300,15.8,1095,638.8343388,2021-12-11 6:15
2451,1,6,1639203300,15.7,1095,639.0843215,2021-12-11 6:15
2452,1,7,1639203300,15.7,1095,639.3343041,2021-12-11 6:15
